Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-06-11,81.7365493774414,85.42552350785493,81.63435243044103,84.99968556796321,201662400
2020-06-12,82.44220733642578,84.63223063265221,81.32773208201846,83.88275926094929,200146000
2020-06-15,83.4617919921875,84.1163662672843,80.92866395631923,81.09170230417108,138808800
2020-06-16,85.67373657226562,85.94627913317997,83.8827871566956,85.52286943873968,165428800
2020-06-17,85.55448913574219,86.48159854763982,85.43282115595484,86.42076455774615,114406400
2020-06-18,85.58856201171875,86.00710017036369,84.97778636060843,85.51069272033729,96820400
2020-06-19,85.09944152832031,86.76385839432308,83.98739454869698,86.2966575684398,264476000
2020-06-22,87.32598114013672,87.469548475875,85.44742709501291,85.49366152486377,135445200
2020-06-23,89.18992614746094,90.61344295119446,88.1533126161021,88.57428648623221,212155600
2020-06-24,87.61555480957031,89.7398806476171,87.24081531062652,88.81763517839552,192623200
2020-06-25,88.77869415283203,88.81762879904495,87.0096443292993,87.77128710141119,137522400
2020-06-26,86.05088806152344,88.89548574168278,85.90244927933195,88.67404914924855,205256800
2020-06-29,88.03407287597656,88.12897745361794,85.47904559885598,85.95841768027097,130646000
2020-06-30,88.76895141601562,89.0560934802323,87.60094182870904,87.62040543722048,140223200
2020-07-01,88.60106658935547,89.39190858215986,88.55240384541347,88.84683832344739,110737200
2020-07-02,88.60106658935547,90.14868739680738,88.48670579938037,89.5111482707722,114041600
2020-07-06,90.97115325927734,91.44078989598016,90.00267343180715,90.03430829585879,118655600
2020-07-07,90.68887329101562,92.13185365235528,90.57694083639849,91.35074735374833,112424400
2020-07-08,92.80104064941406,92.83267551468656,91.58192502451845,91.6695298380442,117092000
2020-07-09,93.20010375976562,93.75003795219516,92.14889068283713,93.6965037466287,125642800
2020-07-10,93.36312866210938,93.42153433551938,92.18051959638903,92.79372347201921,90257200
2020-07-13,92.93242645263672,97.29057387515883,92.71828964483974,94.67227687695217,191649200
2020-07-14,94.4703140258789,94.6625440704525,91.37508059280022,92.31191801469724,170989200
2020-07-15,95.12001037597656,96.60192524907634,93.91793032782914,96.35128954658538,153198000
2020-07-16,93.94957733154297,94.8085529497705,93.3485372297674,93.98851197519926,110577600
2020-07-17,93.759765625,94.55790717010848,93.2852575959958,94.4021760380504,92186800
2020-07-20,95.73564910888672,95.87435236536639,93.50182714820313,93.84736742164009,90318000
2020-07-21,94.41433715820312,96.60436044280063,94.1637014571179,96.5289269015241,103433200
2020-07-22,94.6795654296875,95.36333872175409,94.0274269931152,94.11502435354025,89001600
2020-07-23,90.37010192871094,94.48977758073065,89.55736078613936,94.41190829825081,197004400
2020-07-24,90.14623260498047,90.4917729162458,86.76872848149942,88.56212064394785,185438800
2020-07-27,92.28272247314453,92.37519132147816,90.98818087454525,91.212045787962,121214000
2020-07-28,90.76675415039062,92.02966845109543,90.76188267824885,91.85203051648675,103625600
2020-07-29,92.50660705566406,92.69154477680748,91.21449359583792,91.25099250763601,90329200
2020-07-30,93.62594604492188,93.73057872513968,91.26802000602063,91.67682263526055,158130000
2020-07-31,103.4275131225586,103.578380221725,98.13738457841312,100.14247783391713,374336800
2020-08-03,106.03363037109375,108.66165541676666,105.01648797674454,105.31578641481019,308151200
2020-08-04,106.74174499511719,107.83675673192468,105.49829447245462,106.22343825153119,173071600
2020-08-05,107.1286392211914,107.44984441915975,105.99469293819868,106.4619011739729,121776800
2020-08-06,110.86628723144531,111.36269464253704,106.87071514088169,107.46201970975673,202428800
2020-08-07,108.34565734863281,110.84434776897682,107.54607671169924,110.38605018937842,198045600
2020-08-10,109.92044067382812,110.94185716723757,107.26085805079369,109.79611320774808,212403600
2020-08-11,106.65142059326172,109.68153802602951,106.390579904866,109.18180291672903,187902400
2020-08-12,110.1959228515625,110.45432345102633,107.55096573953472,107.74598253329141,165598000
2020-08-13,112.14610290527344,113.15289349736156,111.09055440270924,111.58054387716682,210082000
2020-08-14,112.04615783691406,112.13635327859295,110.23003348739779,111.97058828094455,165565200
2020-08-17,111.75362396240234,113.19677333095444,111.12468856587184,113.17239437524739,119561600
2020-08-18,112.68486022949219,113.11146597400622,111.1685812285572,111.50499152025161,105633600
2020-08-19,112.82623291015625,114.2450033462818,112.73116465257537,113.09438654850844,145538000
2020-08-20,115.32980346679688,115.4443778648386,112.85061167913358,112.86767769232154,126907200
2020-08-21,121.27304077148438,121.7581500452213,116.28053222340992,116.29271798267843,338054800
2020-08-24,122.72349548339844,125.57810257788931,120.85130757212758,125.4927725055599,345937600
2020-08-25,121.71671295166016,122.0628763223725,119.98835110470337,121.59239290506812,211495600
2020-08-26,123.3719253540039,123.83022293693548,121.9677808342838,123.03795523691794,163022400
2020-08-27,121.89710235595703,124.31047038391692,120.74891816931488,123.97650023718222,155552400
2020-08-28,121.69964599609375,123.2939271755795,121.4753699990524,122.87463439456488,187630000
2020-08-31,125.82673645019531,127.73793655138815,122.86244278988478,124.40310060397898,225702700
2020-09-01,130.8387451171875,131.44331646895694,127.27964057724809,129.45410665665014,151948100
2020-09-02,128.12796020507812,134.54411128513743,123.83753197784804,134.16382339626398,200119000
2020-09-03,117.86993408203125,125.6317192300971,117.49939923565937,123.74978578666541,257599600
2020-09-04,117.94793701171875,120.61970534748437,108.1286934708545,117.08009977010788,332607200
2020-09-08,110.01063537597656,116.02699258808728,109.87412215270822,111.11249423218894,231366600
2020-09-09,114.3985824584961,116.17326184567966,112.38988145965452,114.34007891543482,176940500
2020-09-10,110.66394805908203,117.49939194752987,109.69860244063993,117.36287872631232,182274400
2020-09-11,109.2110595703125,112.36063179376235,107.2608620779855,111.71706305037618,180860300
2020-09-14,112.48738098144531,113.04318691497308,109.99113081534341,111.86331843991984,140150100
2020-09-15,112.66291046142578,115.87098624147585,110.78096957645455,115.38343686650313,184642000
2020-09-16,109.33781433105469,113.11144897058965,109.25005901915075,112.36062624645403,154679000
2020-09-17,107.59239196777344,109.40607622888594,106.00298369138476,106.9878355070113,178011000
2020-09-18,104.17955780029297,108.11895805599245,103.44823366112779,107.65091477299849,287104900
2020-09-21,107.33888244628906,107.44614391419555,100.5326892473239,101.93683396216227,195713800
2020-09-22,109.02578735351562,110.04964400266275,106.4417816531773,109.87412593250646,183055400
2020-09-23,104.45256042480469,109.31830015614226,104.1112699772773,108.84050394478017,150718700
2020-09-24,105.52519226074219,107.5046416144481,102.38537296614106,102.55113797500798,167743300
2020-09-25,109.48408508300781,109.64010445196426,104.98887930687886,105.72995643059598,149981400
2020-09-28,112.09732818603516,112.44836425847022,109.97161305380573,112.14608608920007,137672400
2020-09-29,111.24901580810547,112.43863750540089,110.74196771781253,111.69756779185069,99382200
2020-09-30,112.92617797851562,114.34007555606303,110.79071688597794,110.95648187938991,142675200
2020-10-01,113.88179016113281,114.78863234602518,112.94569620243965,114.7106226562807,116120400
2020-10-02,110.2056655883789,112.49715377159485,109.42559099443217,110.07890541970863,144712000
2020-10-05,113.5989990234375,113.74526531692963,110.72246082221426,111.07349695083026,106243800
2020-10-06,110.3421859741211,113.2284775868128,109.45484247754938,112.81893042871084,161498200
2020-10-07,112.21436309814453,112.67266068936267,111.2880148454192,111.76581857721544,96849000
2020-10-08,112.10710906982422,113.5015006370164,111.73656676842208,113.35523433064257,83477200
2020-10-09,114.05730438232422,114.0865561551348,112.05834892691767,112.40938507947115,100506900
2020-10-12,121.30227661132812,122.06285238723022,116.3097687190557,117.0703444949578,240226800
2020-10-13,118.0844497680664,122.26762403724531,116.67055964456534,122.15060951635888,262330500
2020-10-14,118.1722412109375,119.96641966368223,116.64133619484454,117.9869700344031,150712000
2020-10-15,117.70417022705078,118.18196653560398,115.20791978630072,115.76372578098064,112559200
2020-10-16,116.0562515258789,118.52325764594907,115.85148167833091,118.25997681380653,115393800
2020-10-19,113.09195709228516,117.42139051387834,112.7799257876711,116.97284597845898,120639300
2020-10-20,114.58385467529297,116.01725100908146,112.75066428839048,113.3064702709398,124423700
2020-10-21,113.95980072021484,115.75397896154352,113.55025356563891,113.76477649436593,89946000
2020-10-22,112.8676986694336,115.1006760628372,111.73658036454893,114.52536383827295,101988000
2020-10-23,112.17534637451172,113.64774737685771,111.43426933871073,113.4917280264103,82572600
2020-10-26,112.18510437011719,113.647752367436,110.06913461337588,111.17100086591333,111850700
2020-10-27,113.69650268554688,114.35957007435778,111.68780181918402,112.61414257382006,92276800
2020-10-28,108.43099212646484,112.55566364874979,108.33348372666579,112.18512875374776,143937800
2020-10-29,112.44837188720703,114.01828125115553,109.4060615328435,109.57183395120363,146129200
2020-10-30,106.14925384521484,109.20131035012999,105.03764183054732,108.29446818664717,190272600
2020-11-02,106.06149291992188,107.92393519387548,104.64760263945637,106.39303037953306,122866900
2020-11-03,107.6899185180664,108.71376783877459,106.0225003905584,106.9293426114221,107624400
2020-11-04,112.08758544921875,112.71164798231274,109.55233047859787,111.29775793314307,138235500
2020-11-05,116.06600189208984,116.64131401748298,113.95979248109225,115.01289346688455,126387100
2020-11-06,115.93415069580078,116.4323036892573,113.43358602193297,115.5727390073877,114457900
2020-11-09,113.61915588378906,119.15750189056662,113.3554283153817,117.70210041193614,154515300
2020-11-10,113.27730560302734,114.8596862189922,111.4800244999921,112.86705932868448,138023400
2020-11-11,116.71554565429688,116.85229438177376,113.7363684316971,114.46895409414329,112295000
2020-11-12,116.44206237792969,117.7314130027431,115.81692313270185,116.84254616591035,103162300
2020-11-13,116.49091339111328,116.89138975772552,115.13318828954677,116.66673428315598,81581900
2020-11-16,117.50675964355469,118.1807334795776,115.40667896087977,116.15879706701332,91183000
2020-11-17,116.6178970336914,117.86817567185544,116.19788085503488,116.77418558958617,74271000
2020-11-18,115.28945922851562,117.03789809748132,115.26015699113172,115.85599399209619,76322100
2020-11-19,115.88529205322266,116.29553826630797,114.09778111474732,114.85966906826211,74113000
2020-11-20,114.61547088623047,116.01226791589127,114.5666363110203,115.88528907764832,73604300
2020-11-23,111.20651245117188,114.88898089812312,111.10883584417593,114.45919488464406,127959300
2020-11-24,112.495849609375,113.1600608907989,109.97575320759785,111.26511109410885,113874200
2020-11-25,113.3359146118164,114.03919822578274,112.49588223427314,112.86706383733798,76499200
2020-11-27,113.8829116821289,114.76201621514912,113.52150742295586,113.86337933795016,46691300
2020-11-30,116.2857894897461,118.1612073576281,114.09779452496895,114.25408307341652,169410200
2020-12-01,119.87056732177734,120.60315308283555,117.22349166609008,118.20027268083436,127728200
2020-12-02,120.2221908569336,120.5054582025343,118.08303837423138,119.18679807074732,89004200
2020-12-03,120.08546447753906,120.90595698113327,119.37241103320297,120.65199182191449,78967600
2020-12-04,119.4114990234375,120.00733613826198,118.69844548443069,119.75337094532475,78260400
2020-12-07,120.87665557861328,121.67761574577153,119.4114839958422,119.47008847443368,86712000
2020-12-08,121.49203491210938,122.07810955502222,120.23198635344457,121.4822724663765,82225500
2020-12-09,118.95237731933594,123.02555190124971,118.19048940643084,121.63852480584573,115089200
2020-12-10,120.37847900390625,120.99385575555011,117.36022952540422,117.70210135840246,81312200
2020-12-11,119.5677719116211,119.90964378868306,117.75095856237984,119.58730425363264,86939800
2020-12-14,118.95237731933594,120.48592304081711,118.71795198896058,119.75333736267807,79184500
2020-12-15,124.91075134277344,124.9302911359923,121.24782260023406,121.45294571554655,157243700
2020-12-16,124.84239959716797,125.38939467047082,123.62142312836772,124.45169308895106,98208600
2020-12-17,125.71172332763672,126.57129545645023,125.06704423102657,125.90707656477707,94359800
2020-12-18,123.7190933227539,126.10244150708998,123.19163065315914,125.96569275411149,192541500
2020-12-21,125.25261688232422,125.33076114676192,120.58360513975681,122.11715093117222,121251600
2020-12-22,128.81788635253906,131.28914115354644,126.63965393544905,128.5541513025178,168904800
2020-12-23,127.91926574707031,129.35512032302032,127.743437390027,129.09140014420157,88223700
2020-12-24,128.90579223632812,130.36120131987872,128.0559975194573,128.27089053594116,54930100
2020-12-28,133.51620483398438,134.1511065581324,130.41003332778524,130.8788989655675,124486200
2020-12-29,131.7384490966797,135.56742883965345,131.22075635748268,134.84462043635702,121047300
2020-12-30,130.61517333984375,132.83247066876245,130.30259622541593,132.43198683008825,96452100
2020-12-31,129.60906982421875,131.61147380180907,128.66159108708325,130.9667947818931,99116600
2021-01-04,126.40524291992188,130.50772046788387,123.81677157197642,130.419813747916,143301900
2021-01-05,127.96809387207031,128.6811548471336,125.44799670124497,125.89732259094927,97664900
2021-01-06,123.66049194335938,128.0071725267185,123.445598898271,124.75448951278715,155088000
2021-01-07,127.88017272949219,128.5736938299987,124.89122511401924,125.37961563692647,109578200
2021-01-08,128.9839630126953,129.55049790853118,127.2062140390898,129.3551297410371,105158200
2021-01-11,125.98519897460938,127.14757065492435,125.51634830594666,126.19032952592721,100384500
2021-01-12,125.80941009521484,126.678744687946,123.91445235489151,125.51637278097465,91951100
2021-01-13,127.85086059570312,128.39785555430626,125.50659222897696,125.77031235969966,88636800
2021-01-14,125.91686248779297,127.95833152822492,125.7703363715888,127.76297827778365,90221800
2021-01-15,124.18795013427734,127.1964377514296,124.05120137461118,125.78987056372236,111598500
2021-01-19,124.86192321777344,125.72149530988855,123.9925886807919,124.81308118444944,90757300
2021-01-20,128.9644317626953,129.41375771141455,125.56523706688307,125.67268360432682,104319500
2021-01-21,133.6920166015625,136.42700650318062,130.48817597250854,130.69330654954064,120150900
2021-01-22,135.8409423828125,136.60283037919487,131.88497630652225,133.1157150150256,114459400
2021-01-25,139.6015167236328,141.72112937094178,133.36965015663242,139.7480427932305,157611700
2021-01-26,139.83596801757812,140.94949773337214,138.08752172506703,140.26575403148016,98390600
2021-01-27,138.76153564453125,140.949530910091,137.1498526175353,140.09972112639457,140843800
2021-01-28,133.9069366455078,138.69317366531473,133.52599255799961,136.2805228095965,142621100
2021-01-29,128.89599609375,133.56500695035245,127.18662975783303,132.67613287859766,177523800
2021-02-01,131.025390625,132.2366043185905,127.88991734702876,130.64444666641413,106239800
2021-02-02,131.8556671142578,133.14501023071227,131.4844855801371,132.57847548555233,83305400
2021-02-03,130.83006286621094,132.61757406703313,130.5077233148007,132.60779671715912,89880900
2021-02-04,134.19992065429688,134.209683097199,131.46493128791656,133.13523310274124,84183100
2021-02-05,133.78416442871094,134.42980673641648,132.90375395585087,134.36133766383486,75693800
2021-02-08,133.93093872070312,133.979853741386,131.98423434096625,133.07008212234413,71297200
2021-02-09,133.05052185058594,134.87984224201634,132.89401467161727,133.64724931778963,76774200
2021-02-10,132.44398498535156,134.00917580672544,131.4755214853653,133.510263582445,73046600
2021-02-11,132.18966674804688,133.42224462079582,130.85925883741726,132.94290131800943,64280000
2021-02-12,132.4244384765625,132.58096057062542,130.78100126920737,131.4266437121405,60145100
2021-02-16,130.29185485839844,133.05048531230534,129.90054970151292,132.5418109985024,80576300
2021-02-17,127.99298858642578,129.34296530729705,126.65280382407832,128.39407078998406,97918500
2021-02-18,126.88760375976562,127.17128698603346,124.63764723542835,126.38869146538119,96856700
2021-02-19,127.04412078857422,127.86585435879635,125.9974109532454,127.40608001446142,87668800
2021-02-22,123.25833129882812,126.89738798845885,122.86703351631368,125.22458978162501,103916400
2021-02-23,123.12136840820312,123.95287146533934,115.81390958217581,121.0670645425184,158273000
2021-02-24,122.62247467041016,122.82790432920568,119.5703683530087,122.22139984991924,111039900
2021-02-25,118.35733795166016,123.70831567300634,117.91713263038818,121.96704845427313,148199500
2021-02-26,118.62146759033203,122.13334806816741,118.56276807411227,119.92252202962122,164560400
2021-03-01,125.00936889648438,125.14632198530556,120.11816582891734,121.05727592228418,116307900
2021-03-02,122.39746856689453,125.91913329199494,122.28986150205843,125.61588108930245,102260900
2021-03-03,119.404052734375,122.97463264092775,119.18883859473966,122.09421455304867,112966300
2021-03-04,117.51604461669922,120.9105408091192,116.0389066337359,119.10079712980304,178155000
2021-03-05,118.7779769897461,119.28666630320659,115.01175200979323,118.34755618226085,153766600
2021-03-08,113.82806396484375,118.36709923943408,113.68132639872991,118.29862270369864,154376600
2021-03-09,118.45514678955078,119.40404133459487,116.20519796131644,116.43997360787498,129525800
2021-03-10,117.36930084228516,119.51164250541525,116.85082709758139,119.04209123543448,111943300
2021-03-11,119.30622100830078,120.52902174116306,118.62145558325126,119.87360233956089,103026500
2021-03-12,118.3964614868164,118.5334145770574,116.5671562971472,117.78017258073191,88105100
2021-03-15,121.29204559326172,121.30183008866133,117.79972707392189,118.76819060713663,92403800
2021-03-16,122.8376693725586,124.45176782276737,122.00616637196116,122.96483796118252,115227900
2021-03-17,122.04529571533203,123.12135885064626,119.6779478615808,121.35074580559845,111932600
2021-03-18,117.90734100341797,120.4996801450081,117.7019113683554,120.20620497298519,121229700
2021-03-19,117.37909698486328,118.787765950923,117.07584476265258,117.2910589061766,185549500
2021-03-22,120.70512390136719,121.17468273886081,117.64323308239008,117.71170963542201,111912300
2021-03-23,119.87361907958984,121.53662532316353,119.48232129775354,120.6464301462858,95467100
2021-03-24,117.47692108154297,120.22578250026773,117.45735955159839,120.14752145372104,88530500
2021-03-25,117.96603393554688,119.0127585740185,116.41063491697949,116.93888575254493,98844700
2021-03-26,118.57255554199219,118.8366847131395,116.3323834208923,117.731267934474,94071200
2021-03-29,118.74864959716797,119.91275853237549,118.10301455294324,119.0029942938068,80819200
2021-03-30,117.29105377197266,117.78017409006814,116.27368261472802,117.49648340996671,85671900
2021-03-31,119.4920883178711,120.8322731356612,118.5138477380496,119.00296802796035,118323800
2021-04-01,120.32359313964844,121.47791733984869,119.82468834663912,120.96923551452913,75089100
2021-04-05,123.1604995727539,123.41484423200751,120.39207673653289,121.17467224344372,88651200
2021-04-06,123.46376037597656,124.3637400471671,122.91594796105788,123.74745108038357,80171300
2021-04-07,125.11698150634766,125.13654303559613,122.417035203639,123.09202364516216,83466700
2021-04-08,127.5234375,127.5527835220837,125.723478487292,126.14411475500228,88844600
2021-04-09,130.10601806640625,130.1451411281215,126.65282945773264,126.97565069226758,106686700
2021-04-12,128.38433837890625,129.95930679172292,127.78761084543481,129.63648551032645,91420000
2021-04-13,131.50489807128906,131.72990419313948,129.059296173719,129.5582085139557,91266500
2021-04-14,129.1571502685547,132.06252705797183,128.79520589688883,132.0038349897852,87222800
